user_id,vehicle_type,distance,electricity_usage,meals,waste,transport_emission,electricity_emission,food_emission,waste_emission,total_emission
85,train,41.59203828509003,15.474879244597354,vegan,3.9487918804131645,2.0796019142545012,3.6056468639911836,0.5,4.5411106624751385,10.726359440720824
58,train,18.562158218789623,16.092321605676215,vegan,0.925588078877132,0.9281079109394812,3.7495109341225583,0.5,1.0644262907087017,6.242045135770741
27,car,27.084772024180378,14.037499196287257,meat-based,2.3694760757199154,5.687802125077879,3.2707373127349313,2.5,2.7248974870779024,14.183436924890712
100,car,10.151169978815767,28.011642735164468,meat-based,4.5833991610249,2.131745695551311,6.526712757293321,2.5,5.270909035178635,16.429367488023267
87,car,49.5757916949171,22.52888974170007,vegan,4.46647379043365,10.410916255932591,5.249231309816117,0.5,5.136444858998697,21.296592424747406
97,car,9.499661920115628,15.590909872007758,meat-based,4.661279344692463,1.9949290032242817,3.632682000177808,2.5,5.360471246396332,13.48808224979842
81,car,18.118294223483577,28.919071836513687,vegan,3.1476472466944383,3.804841786931551,6.73814373790769,0.5,3.6197943336986036,14.662779858537844
25,train,25.204772150655213,27.84188493240832,vegan,2.132816020745338,1.2602386075327607,6.487159189251138,0.5,2.4527384238571384,10.700136220641037
59,car,10.611687571815958,16.45020608501212,vegetarian,3.197036025863314,2.228454390081351,3.8328980178078242,1.5,3.676591429742811,11.237943837631986
93,bike,1.218822939375917,19.672366203332402,vegan,2.7711169982204846,0.0,4.5836613253764495,0.5,3.186784547953557,8.270445873330006
71,bus,12.369891230880576,17.85934897710454,meat-based,2.6052407905241513,0.9895912984704461,4.161228311665358,2.5,2.9960269091027736,10.646846519238577
66,train,27.156708265236784,28.152070706683354,vegan,1.0680015897406667,1.3578354132618393,6.559432474657222,0.5,1.2282018282017666,9.645469716120829
34,bike,30.05536423665536,22.26698983644871,vegan,2.68427806211404,0.0,5.18820863189255,0.5,3.086919771431146,8.775128403323697
97,bike,20.169825894219247,18.628462032100707,meat-based,1.5677893584884435,0.0,4.340431653479465,2.5,1.80295776226171,8.643389415741176
28,bus,30.541786160401383,6.801679204087356,vegan,1.8963834704055342,2.443342892832111,1.584791254552354,0.5,2.1808409909663644,6.70897513835083
57,train,30.837294737070213,24.01398626073976,vegan,1.483942487285183,1.5418647368535108,5.595258798752364,0.5,1.7065338603779603,9.343657395983836
1,bus,37.12943030403637,11.790793335311914,meat-based,4.1447302756696445,2.9703544243229096,2.7472548471276763,2.5,4.766439817020091,12.984049088470677
29,bike,1.3737107451771355,29.17847098012289,meat-based,1.4018676150588605,0.0,6.798583738368634,2.5,1.6121477573176894,10.910731495686324
50,car,27.279284014102043,22.389357496510915,meat-based,1.204777677468169,5.728649642961429,5.216720296687043,2.5,1.3854943290883943,14.830864268736867
56,train,17.93235843373791,13.725087922124239,vegetarian,2.1178750342207255,0.8966179216868956,3.1979454858549476,1.5,2.4355562893538343,8.030119696895678
85,car,49.101080797863055,26.69771126370603,vegetarian,2.5611445273139344,10.31122696755124,6.220566724443505,1.5,2.9453162064110243,20.97710989840577
48,bus,23.692047097387615,23.34528003276177,vegetarian,2.04829061970575,1.8953637677910091,5.439450247633493,1.5,2.3555342126616123,11.190348228086116
59,car,7.7311820917773595,29.893609282635424,meat-based,0.9862444986929717,1.6235482392732454,6.965210962854054,2.5,1.1341811734969174,12.222940375624217
48,car,1.4966472024183874,10.000337480527644,meat-based,4.683897363240038,0.3142959125078614,2.3300786329629415,2.5,5.386481967726043,10.530856513196845
96,car,2.439135109104931,12.927436783527533,vegetarian,2.398552691754395,0.5122183729120355,3.012092770561915,1.5,2.758335595517554,7.782646738991505
67,bus,23.058444550868206,27.912913941911896,vegetarian,3.6487363860065383,1.8446755640694565,6.503708948465472,1.5,4.196046843907519,14.044431356442447
17,bike,46.65907770148683,29.10822153405058,vegetarian,2.039482269218538,0.0,6.782215617433785,1.5,2.3454046096013186,10.627620227035104
2,train,43.50948928740621,10.047816443405909,meat-based,2.1800433068871676,2.1754744643703106,2.3411412313135767,2.5,2.5070498029202426,9.52366549860413
87,train,3.1069827393843106,29.841790447029844,vegan,1.9529481656368808,0.15534913696921554,6.953137174157954,0.5,2.245890390482413,9.854376701609581
30,bike,49.859675009636256,22.166634927554995,vegetarian,0.5089863797279388,0.0,5.164825938120314,1.5,0.5853343366871295,7.250160274807444
52,bike,41.39626195556305,10.960275264448118,meat-based,1.8712747721877436,0.0,2.5537441366164115,2.5,2.151965988015905,7.205710124632317
1,bike,17.233993830667202,19.66655770355748,vegetarian,2.573852894608239,0.0,4.5823079449288935,1.5,2.9599308287994748,9.042238773728368
29,train,9.417248987568936,24.01178493509027,meat-based,3.0336262870579582,0.4708624493784468,5.594745889876033,2.5,3.488670230116652,12.054278569371132
75,car,17.311320731994392,28.310812530077413,meat-based,2.055752649260048,3.6353773537188223,6.596419319508038,2.5,2.364115546649055,15.095912219875915
56,train,5.097369030512919,9.187816795145274,meat-based,4.416112206711157,0.25486845152564597,2.140761313268849,2.5,5.078529037717829,9.974158802512324
91,bike,7.678642282926129,7.68730195176903,vegetarian,4.4703156585421215,0.0,1.7911413547621842,1.5,5.140863007323439,8.432004362085623
37,bike,32.663939139347086,20.061669610321076,vegetarian,3.294317780288662,0.0,4.674369019204811,1.5,3.7884654473319612,9.962834466536773
97,car,25.929370391341976,19.454670417787135,vegetarian,2.24338517489492,5.445167782181815,4.532938207344403,1.5,2.5798929511291577,14.057998940655374
89,bike,47.172553420144155,24.851306812749804,vegetarian,1.7372873594189429,0.0,5.7903544873707045,1.5,1.9978804633317842,9.288234950702488
21,car,44.57736865640122,11.940469809274106,vegan,1.30406759498585,9.361247417844256,2.7821294655608666,0.5,1.4996777342337273,14.14305461763885
11,car,3.262115775950493,23.96048968661495,vegan,2.7670506333978593,0.6850443129496034,5.582794096981283,0.5,3.1821082284075377,9.949946638338425
72,bike,34.53732668584561,22.344116318833773,meat-based,1.7722082820573106,0.0,5.206179102288269,2.5,2.038039524365907,9.744218626654176
55,bus,40.84736338672443,19.323470089620784,meat-based,1.8417864601091685,3.2677890709379547,4.502368530881643,2.5,2.1180544291255434,12.388212030945141
51,bus,37.692796246560405,22.667621395583218,vegetarian,4.709338691030738,3.0154236997248325,5.28155578517089,1.5,5.415739494685348,15.21271897958107
82,bike,19.219457974782163,6.215298505421633,meat-based,4.876806080695062,0.0,1.4481645517632407,2.5,5.608326992799321,9.556491544562562
50,train,13.270970672855066,5.718984634334863,meat-based,3.9434769780318413,0.6635485336427533,1.332523419800023,2.5,4.534998524736617,9.031070478179393
61,train,18.021665201346863,20.83054026520204,meat-based,4.402399572691192,0.9010832600673432,4.853515881792076,2.5,5.062759508594871,13.31735865045429
29,car,15.672530429925471,24.85552662098806,vegetarian,4.772729308892637,3.2912313902843486,5.7913377026902175,1.5,5.488638705226532,16.071207798201097
82,train,33.688376154245724,12.645120202828842,vegan,0.5659373292660324,1.6844188077122864,2.9463130072591204,0.5,0.6508279286559372,5.781559743627344
56,bike,23.13517397606509,5.1277265581480505,vegan,0.8622038571620435,0.0,1.1947602880484958,0.5,0.9915344357363499,2.6862947237848456
7,car,31.38639395888114,21.696445568824323,meat-based,2.1083276055315543,6.591142731365039,5.055271817536068,2.5,2.424576746361287,16.57099129526239
4,bus,44.95591104959885,28.220590792104613,vegetarian,2.8086455176148144,3.5964728839679085,6.575397654560375,1.5,3.229942345257036,14.90181288378532
73,bus,29.91916268406404,28.609535960788357,meat-based,3.2722522908884653,2.3935330147251235,6.666021878863687,2.5,3.7630901345217347,15.322645028110545
42,bus,11.21154150036187,29.728457051288622,meat-based,2.8556248359672516,0.8969233200289496,6.92673049295025,2.5,3.283968561362339,13.607622374341538
20,bus,31.083720942724955,16.6343797687112,vegan,1.0946855495348131,2.4866976754179966,3.8758104861097094,0.5,1.258888381965035,8.121396543492741
61,train,45.82261624012448,20.482316896485973,meat-based,2.7365910280157437,2.2911308120062244,4.772379836881232,2.5,3.147079682218105,12.71059033110556
34,car,17.634038416928504,22.548665476588965,vegetarian,3.256650342304863,3.7031480675549857,5.253839056045229,1.5,3.7451478936505924,14.202135017250807
62,bus,36.17023869664344,29.291567502470976,meat-based,2.611748179652447,2.893619095731475,6.824935228075738,2.5,3.0035104066003138,15.222064730407528
49,train,42.31814282821017,16.57551692647042,vegan,4.8926510320832906,2.1159071414105086,3.862095443867608,0.5,5.6265486868957835,12.1045512721739
11,bike,34.42109429969587,27.80209587564397,vegan,1.7682887883609928,0.0,6.4778883390250455,0.5,2.0335321066151417,9.011420445640187
18,train,30.18134338733325,13.698097276850522,vegan,2.1342652486353906,1.5090671693666626,3.1916566655061716,0.5,2.454405035930699,7.655128870803533
13,train,35.925024788797394,19.400480277401545,vegan,3.8697925054919216,1.7962512394398698,4.520311904634561,0.5,4.450261381315709,11.266824525390138
79,car,19.93024148173885,27.243026576296415,vegan,1.1027761527676498,4.185350711165158,6.347625192277065,0.5,1.2681925756827972,12.301168479125021
25,bus,21.2152464896754,8.859553353502228,meat-based,2.1003606978339064,1.6972197191740321,2.0642759313660193,2.5,2.4154148025089923,8.676910453049043
81,train,34.43377145988028,26.735385891081386,vegan,2.1652569076640047,1.7216885729940143,6.229344912621963,0.5,2.4900454438136053,10.941078929429581
17,bus,10.507076946916158,16.16207043369438,vegan,2.6579235468201654,0.8405661557532926,3.7657624110507912,0.5,3.05661207884319,8.162940645647275
50,car,20.944442726166454,14.712078428982663,vegetarian,4.950156969831612,4.398332972494955,3.4279142739529607,1.5,5.692680515306353,15.018927761754268
62,bike,1.4346272159885451,18.864632730845173,vegan,2.7539383469351195,0.0,4.3954594262869255,0.5,3.1670290989753873,8.062488525262314
75,bike,37.423403866418035,24.677589169712604,vegan,4.210306139849621,0.0,5.749878276543037,0.5,4.841852060827064,11.091730337370102
20,car,46.42944809683235,19.747252507121708,vegetarian,2.5482434604613213,9.750184100334794,4.601109834159359,1.5,2.9304799795305194,18.781773914024672
90,bus,11.251274405365308,18.20041707709973,vegetarian,3.04198559564425,0.9001019524292246,4.240697178964237,1.5,3.498283434990887,10.13908256638435
16,bus,18.831327319258175,29.63561195569977,meat-based,3.1105261570976945,1.506506185540654,6.905097585678047,2.5,3.5771050806623483,14.48870885188105
52,train,42.86757800573267,21.22516639256656,vegan,3.127830120617576,2.1433789002866335,4.945463769468009,0.5,3.597004638710212,11.185847308464854
16,train,39.40910840273796,22.125901113272626,vegetarian,1.5069107069700907,1.970455420136898,5.155334959392522,1.5,1.7329473130156041,10.358737692545024
65,car,19.220861707465552,11.663622856305807,vegetarian,1.9684039289252626,4.036380958567766,2.717624125519253,1.5,2.263664518264052,10.517669602351072
48,train,4.5790075691621555,24.033204109239232,meat-based,4.8542485922040335,0.22895037845810778,5.599736557452742,2.5,5.5823858810346385,13.911072816945488
5,bike,11.374309935751349,23.43928792957253,vegetarian,3.1721611350825323,0.0,5.4613540875904,1.5,3.647985305344912,10.609339392935311
27,bus,46.346559881462575,24.823040104395652,vegetarian,1.5566655538414562,3.707724790517006,5.783768344324187,1.5,1.7901653869176746,12.781658521758867
56,bike,43.1304436450802,15.871608909689417,vegetarian,4.260776324345384,0.0,3.6980848759576346,1.5,4.899892772997191,10.097977648954826
72,bike,1.5918216693170832,13.11797657037201,vegetarian,1.6696159558590615,0.0,3.0564885408966784,1.5,1.9200583492379206,6.476546890134599
42,train,5.761400631743628,24.77460824961987,meat-based,2.2315433275290424,0.2880700315871814,5.7724837221614305,2.5,2.5662748266583986,11.12682858040701
29,bike,49.380226800548776,21.18426684487889,meat-based,1.7927255696245272,0.0,4.935934174856782,2.5,2.0616344050682063,9.497568579924987
90,bike,26.003335184060365,14.844579385052027,vegan,1.1026739617913903,0.0,3.4587869967171225,0.5,1.2680750560600988,5.226862052777221
26,bike,28.8826942693703,24.309551362999976,meat-based,0.7611593092959373,0.0,5.6641254675789945,2.5,0.8753332056903279,9.039458673269323
43,bus,21.143082414187067,5.61061703473512,vegetarian,1.8882537478438137,1.6914465931349654,1.307273769093283,1.5,2.1714918100203855,6.670212172248633
98,train,31.092848811588116,26.806908958428394,meat-based,1.4191935571360867,1.554642440579406,6.246009787313816,2.5,1.6320725907064997,11.932724818599722
13,train,21.23954783897403,27.415402740833308,vegetarian,4.4106686726943485,1.0619773919487014,6.387788838614161,1.5,5.072268973598501,14.022035204161362
6,car,23.827168374357473,19.345150343244416,vegan,1.4924839834735357,5.003705358615069,4.5074200299759495,0.5,1.716356580994566,11.727481969585584
98,bus,45.33176254640456,18.804724457674062,meat-based,1.2804380168744147,3.626541003712365,4.381500798638057,2.5,1.4725037194055768,11.980545521756
74,train,15.595718467495132,10.328636564441688,vegan,4.404057109469542,0.7797859233747566,2.4065723195149133,0.5,5.064665675889973,8.751023918779643
99,train,35.05978353179086,19.71442257954498,meat-based,2.715286664445712,1.7529891765895433,4.59346046103398,2.5,3.1225796641125685,11.969029301736093
64,bus,11.761240034757487,24.564933276692784,meat-based,0.5051664572212665,0.9408992027805989,5.723629453469419,2.5,0.5809414258044564,9.745470082054474
48,bike,18.858670775790692,9.967442525099008,vegan,3.022531419162147,0.0,2.322414108348069,0.5,3.475911132036469,6.298325240384537
71,bus,4.40966347425824,17.06211813660947,vegetarian,3.3513143954513023,0.3527730779406592,3.9754735258300067,1.5,3.8540115547689973,9.682258158539662
21,car,23.181140538079642,16.34058579757047,vegan,4.933145398087077,4.868039512996725,3.8073564908339197,0.5,5.6731172078001375,14.848513211630783
86,car,18.70148056929005,5.71572559394818,meat-based,4.646157950254013,3.927310919550911,1.3317640633899261,2.5,5.343081642792114,13.102156625732952
17,bus,37.03007988015159,14.517418223167356,vegan,3.932464202095936,2.962406390412127,3.382558445997994,0.5,4.522333832410326,11.367298668820446
79,bus,39.796716107915294,5.400683098755544,meat-based,2.2491497338823954,3.183737288633224,1.2583591620100418,2.5,2.5865221939647545,9.52861864460802
68,bike,43.06595066384174,15.802359708191858,meat-based,3.4470400573172313,0.0,3.6819498120087033,2.5,3.964096065914816,10.14604587792352
36,bus,48.61602375796889,6.9806799392537595,vegan,2.00881596499803,3.8892819006375112,1.6264984258461261,0.5,2.3101383597477345,8.325918686231372
66,bus,7.286937374925461,14.40549685354333,vegetarian,1.243773165659388,0.5829549899940369,3.356480766875596,1.5,1.4303391405082961,6.86977489737793
94,bike,20.53478546548711,7.691372109413839,vegan,1.1684693671610755,0.0,1.7920897014934247,0.5,1.3437397722352367,3.635829473728662
29,train,19.36325916132645,27.14681490331171,meat-based,2.6530991478902526,0.9681629580663226,6.325207872471629,2.5,3.0510640200737904,12.844434850611743
66,train,24.657004485163434,27.426987579026402,vegetarian,1.856048412514851,1.2328502242581718,6.390488105913152,1.5,2.1344556743920786,11.257794004563404
64,train,10.076839854809485,13.106057652520166,vegan,3.539382112139243,0.5038419927404743,3.053711433037199,0.5,4.0702894289601295,8.127842854737803
90,train,3.48022338102676,28.50081202592595,vegan,0.74452277061764,0.174011169051338,6.640689202040747,0.5,0.856201186210286,8.170901557302372
44,train,44.68814700746031,28.276197808653535,vegan,1.1971911947702942,2.2344073503730155,6.588354089416274,0.5,1.3767698739858383,10.699531313775127
70,train,48.29604027123929,10.009207224975317,vegan,2.8493179469754786,2.4148020135619648,2.332145283419249,0.5,3.2767156390218,8.523662936003014
94,train,46.491889150096846,27.027875399091798,vegetarian,2.003458135023201,2.3245944575048423,6.297494967988389,1.5,2.3039768552766806,12.426066280769913
14,car,16.716180019885442,6.5086328295097395,meat-based,0.5295660022592954,3.510397804175943,1.5165114492757694,2.5,0.6090009025981896,8.135910156049903
85,bus,17.99329076085629,20.064604010574172,meat-based,2.079772788094884,1.4394632608685032,4.675052734463782,2.5,2.3917387063091167,11.006254701641401
